DUST,20131014,1.2677,1.3331,1.3004,2319,1920,30460,19681
DV,20131014,0.5265,0.5726,0.5496,32,0,2974,8078
DVA,20131014,0.3008,0.2959,0.2984,180,203,25577,22187
DVAX,20131014,1.5282,1.5954,1.5618,0,0,11398,5976
DVN,20131014,0.247,0.2472,0.2471,8940,2885,162636,85310
DVR,20131014,0,0,0,10,90,1496,331
DVY,20131014,0.1189,0.1323,0.1256,448,53,14673,5587
DW,20131014,0.2947,0.3029,0.2988,52,25,346,1220
DWA,20131014,0.4356,0.4372,0.4364,100,53,4277,2946
DWAS,20131014,0.2259,0.2427,0.2343,0,0,5,2
DWRE,20131014,0.5516,0.5674,0.5595,5,5,2371,3693
DWSN,20131014,0.4406,0.4533,0.447,0,0,239,265
DWX,20131014,0.1605,0.1794,0.1699,0,0,250,219
DX,20131014,0.5195,0.6032,0.5613,0,0,959,1048
DXCM,20131014,0.5827,0.5795,0.5811,573,1503,4296,6624
DXD,20131014,0.2776,0.2902,0.2839,1006,105,16161,5327
DXJ,20131014,0.2428,0.2539,0.2484,8390,7225,270355,133313
DXJS,20131014,0.3093,0.3497,0.3295,0,0,11,30
DXLG,20131014,0.7177,1.0212,0.8695,0,0,580,143
DXM,20131014,1.406,1.3082,1.3571,0,0,15233,2419
DXPE,20131014,0.3645,0.3874,0.3759,0,0,457,1255
DY,20131014,0.3318,0.3585,0.3452,80,2,542,188
DYAX,20131014,0.9286,1.0715,1.0001,1,44,6554,1221
DYN,20131014,0.6183,0.5224,0.5704,0,2,565,3338
DZK,20131014,0.4689,0.4993,0.4841,0,0,59,96
E,20131014,0.3081,0.3758,0.3419,12,0,952,1595
EA,20131014,0.4824,0.4825,0.4824,879,1225,71446,85986
EAT,20131014,0.3419,0.3764,0.3592,35,38,1727,6882
EBAY,20131014,0.3761,0.3744,0.3753,12896,8943,264382,177513
EBF,20131014,0.4858,0.4254,0.4556,0,0,92,62
EBIX,20131014,0.6214,0.8628,0.7421,349,1694,30860,104196
EBND,20131014,0.3472,0.4625,0.4048,0,0,65,76
EBR,20131014,1.1693,1.4106,1.2899,125,0,2578,4183
EBR.B,20131014,0,0,0,0,0,18,281
EBS,20131014,0.7945,0.7359,0.7652,10,0,359,5
EC,20131014,0.3446,0.4292,0.3869,15,0,133,214
ECA,20131014,0.3089,0.3004,0.3046,3829,2314,169680,99588
ECH,20131014,0.2627,0.3513,0.307,0,0,207,477
ECHO,20131014,0.3633,0.3665,0.3649,0,0,1821,549
ECL,20131014,0.1952,0.1996,0.1974,292,48,4405,5785
ECOL,20131014,0.311,0.3782,0.3446,2,0,148,113
ECON,20131014,0.3958,0.4117,0.4038,0,0,0,0
ECPG,20131014,0.3474,0.3901,0.3687,7,2,956,736
ECT,20131014,0.4121,0.7818,0.597,74,0,1223,1320
ECYT,20131014,0.9933,1.0329,1.0131,90,137,4221,4481
ED,20131014,0.152,0.2177,0.1849,142,126,23762,22794
EDAP,20131014,1.3376,1.4276,1.3826,0,0,6432,682
EDC,20131014,0.0657,0.0658,0.0657,2045,1274,36945,36188
EDE,20131014,2.2359,1.324,1.78,0,0,210,304
EDIV,20131014,0.2013,0.2133,0.2073,0,0,51,198
EDMC,20131014,1.0324,1.1739,1.1031,0,0,1899,240
EDR,20131014,0.5873,0.7114,0.6494,0,0,114,190
EDU,20131014,0.4543,0.4932,0.4737,127,30,21157,11725
EDZ,20131014,0.6318,0.6617,0.6467,641,176,61554,38149
EE,20131014,0.4758,0.3685,0.4221,0,0,149,140
EEB,20131014,0.2431,0.2655,0.2543,0,0,122,119
EEFT,20131014,0.3815,0.426,0.4037,0,5,866,904
EELV,20131014,0.197,0.2274,0.2122,0,0,0,0
EEM,20131014,0.2023,0.2087,0.2055,74253,94346,3760261,4450477
EEMV,20131014,0.1758,0.1953,0.1855,0,0,182,1901
EEP,20131014,0.1853,0.3017,0.2435,20,109,17010,7134
EEQ,20131014,0.6407,1.2827,0.9617,60,20,2452,939
EET,20131014,0.4556,0.4427,0.4492,0,10,176,125
EEV,20131014,0.4825,0.4884,0.4855,8,0,663,489
EFA,20131014,0.1495,0.1544,0.152,15746,27996,990339,1550003
EFAV,20131014,0.1227,0.1465,0.1346,0,0,6,16
EFC,20131014,0.3287,0.4781,0.4034,11,10,1056,2478
EFG,20131014,0.1473,0.1668,0.1571,0,5,45,12
EFII,20131014,0.7687,1.0077,0.8882,25,0,930,492
EFU,20131014,0.3381,0.3522,0.3451,0,23,239,260
EFV,20131014,0.7024,0.8079,0.7552,0,0,30,25
EFX,20131014,0.2296,0.2759,0.2527,0,16,477,630
EFZ,20131014,0.202,0.2157,0.2088,0,0,0,0
EGAN,20131014,0.6629,0.7826,0.7227,14,3,755,1508
EGBN,20131014,0.7022,0.7781,0.7402,0,0,110,304
EGHT,20131014,0.5658,0.6002,0.583,69,11,5903,2063
EGI,20131014,0,0,0,0,0,10,12
EGL,20131014,1.6311,1.6121,1.6216,0,0,24,53
EGLE,20131014,1.1354,1.1882,1.1618,220,639,23729,24002
EGN,20131014,0.3494,0.3652,0.3573,63,2,5958,6172
EGO,20131014,0.6612,0.6609,0.661,1320,1560,81506,64075
EGOV,20131014,0.5417,0.6711,0.6064,28,23,709,135
EGP,20131014,0.3947,0.3619,0.3783,0,0,27,28
EGY,20131014,0.7345,0.8195,0.777,0,0,3441,785
EHTH,20131014,0.4785,0.506,0.4923,10,0,584,357
EIG,20131014,1.3867,1.0417,1.2142,0,0,52,30
EIX,20131014,0.184,0.1892,0.1866,12,87,6027,6977
EJ,20131014,0.829,0.8415,0.8353,247,142,12433,3464
EL,20131014,0.2701,0.2816,0.2759,3324,141,27418,34053
ELD,20131014,0.1263,0.1579,0.1421,0,1,84,448
ELGX,20131014,0.5224,0.5994,0.5609,0,0,149,73
ELLI,20131014,0.5921,0.6978,0.645,224,23,11020,13616
ELN,20131014,0.2282,0.2958,0.262,496,180,184145,169621
ELNK,20131014,0.713,0.7148,0.7139,813,77,15718,2185
ELON,20131014,0,0,0,0,0,2600,351
ELOS,20131014,0.6779,0.6922,0.685,0,0,379,27
ELP,20131014,0.6328,0.726,0.6794,0,0,533,263
ELRC,20131014,1.0674,0.6306,0.849,0,0,263,250
ELS,20131014,1.3641,1.4136,1.3888,0,0,286,245
ELX,20131014,0.4634,0.5018,0.4826,51,2,18580,7110
ELY,20131014,0.4292,0.4825,0.4559,1,0,2334,2825
EMAN,20131014,0,0,0,0,0,2358,138
EMB,20131014,0.0978,0.1554,0.1266,29,50,707,2196
EMC,20131014,0.2466,0.2452,0.2459,1464,2182,375851,591492
EME,20131014,0.3396,0.4418,0.3907,0,0,412,162
EMES,20131014,0.5983,0.8592,0.7288,26,18,615,376
EMKR,20131014,0.6887,0.7151,0.7019,0,0,7413,174
EMLC,20131014,0.1667,0.2127,0.1897,0,0,21,150
EMN,20131014,0.2977,0.2981,0.2979,202,139,26432,21325
EMR,20131014,0.2042,0.2426,0.2234,421,367,48857,47284
ENB,20131014,0.2627,0.3103,0.2865,0,60,16511,1894
END,20131014,1.0218,1.0337,1.0277,76,9,30767,7859
ENDP,20131014,0.4003,0.3861,0.3932,514,52,19033,14434
ENG,20131014,0,0,0,0,0,254,170
ENH,20131014,0.5066,0.5948,0.5507,0,0,468,548
ENI,20131014,1.9377,2.6865,2.3121,0,0,50,219
ENOC,20131014,0.5152,0.5303,0.5228,561,513,7964,5238
ENPH,20131014,0.8704,1.0292,0.9498,76,100,3045,507
ENR,20131014,0.2902,0.3146,0.3024,8,1,7032,3062
ENS,20131014,0.2927,0.3173,0.305,38,305,1524,2331
ENSG,20131014,0.2986,0.428,0.3633,0,0,239,43
ENTG,20131014,0.4414,0.6702,0.5558,41,0,5221,552
ENTR,20131014,0.706,0.716,0.711,23,20,3657,782
ENV,20131014,0.9832,1.0539,1.0185,10,24,110,59
ENVI,20131014,1.5147,1.5981,1.5564,0,0,288,140
ENZ,20131014,0,0,0,55,0,2278,704
ENZL,20131014,0.2215,0.2471,0.2343,0,0,0,8
ENZN,20131014,0,0,0,0,0,273,459
EOC,20131014,0.6092,1.0318,0.8205,0,0,124,32
EOG,20131014,0.2799,0.2942,0.2871,4134,3113,72927,67877
EOPN,20131014,0.6596,0.6723,0.666,48,43,265,890
EOX,20131014,0.7413,0.6837,0.7125,101,40,19460,4638
EPAM,20131014,0.4833,0.4688,0.476,44,10,865,3160
EPAX,20131014,1.5197,1.1971,1.3584,0,0,19,60
EPAY,20131014,0.5196,0.7556,0.6376,5,0,709,308
EPB,20131014,0.2082,0.3131,0.2606,11,21,6403,1910
EPD,20131014,0.1604,0.2388,0.1996,2244,1556,29785,16978
EPI,20131014,0.3121,0.3038,0.3079,487,2866,58342,246450
EPIQ,20131014,0.5723,0.6955,0.6339,0,0,114,78
EPL,20131014,0.4189,0.5695,0.4942,26,12,1644,2497
EPM,20131014,0.5028,0.6091,0.5559,20,0,1899,916
EPP,20131014,0.1602,0.1764,0.1683,0,0,1313,604
EPR,20131014,0.2537,0.3287,0.2912,0,2,1314,596
EPU,20131014,0.2812,0.3352,0.3082,0,0,397,133
EPV,20131014,0.4465,0.4486,0.4476,0,0,806,342
EPX,20131014,0.2329,0.2487,0.2408,0,0,11,2
EQIX,20131014,0.4103,0.4138,0.412,1488,141,41891,26838
EQM,20131014,0.2967,0.3773,0.337,13,0,663,431
EQR,20131014,0.2191,0.2216,0.2204,51,422,9773,10016
EQT,20131014,0.2896,0.3028,0.2962,29,15,22317,12287
EQU,20131014,0.5824,0.7778,0.6801,5,0,2341,301
EQY,20131014,0.2922,0.3758,0.334,0,0,93,111
ERA,20131014,0.6715,0.6756,0.6736,1,40,3,178
ERF,20131014,0.2844,0.3362,0.3103,110,242,20715,9490
ERIC,20131014,0.3356,0.355,0.3453,315,384,54437,31416
ERII,20131014,0.9788,1.0015,0.9902,16,0,1935,610
ERJ,20131014,0.3774,0.3676,0.3725,3,0,1937,2196
EROC,20131014,0.4907,0.6177,0.5542,1323,134,17382,4551
ERX,20131014,0.452,0.4981,0.475,1295,1492,15134,26350
ERY,20131014,0.5234,0.5362,0.5298,107,82,15191,3552
ESC,20131014,0.5677,0.5433,0.5555,0,0,522,457
ESE,20131014,1.4039,1.3847,1.3943,0,0,33,92
ESEA,20131014,0,0,0,4,0,1421,42
ESI,20131014,0.6378,0.6954,0.6666,62,68,21648,8117
ESIO,20131014,3.4191,2.0123,2.7157,0,0,76,159
ESL,20131014,0.2864,0.3029,0.2947,0,0,567,347
ESRT,20131014,3.32,3.7363,3.5281,5,0,0,0
ESRX,20131014,0.2423,0.2441,0.2432,1690,1644,132120,121418
ESS,20131014,0.2508,0.2828,0.2668,40,21,1481,1032
ESV,20131014,0.2471,0.2505,0.2488,546,422,37330,48490
ETE,20131014,0.2566,0.3164,0.2865,1914,233,29178,10085
ETFC,20131014,0.4128,0.408,0.4104,582,262,108494,40345
ETH,20131014,0.4523,0.5132,0.4828,20,26,270,497
ETM,20131014,0.6634,0.812,0.7377,0,0,66,28
ETN,20131014,0.2496,0.3012,0.2754,1608,3194,52721,51580
ETP,20131014,0.1822,0.2941,0.2382,586,313,67887,23170
ETR,20131014,0.1864,0.269,0.2277,1598,452,18361,22796
ETRM,20131014,0,0,0,21,0,2408,70
EUFN,20131014,0.3061,0.2783,0.2922,10,0,39,21
EUFX,20131014,0,0,0,0,0,0,0
EUI,20131014,0.0693,0.0694,0.0693,2,1,18,5
EUM,20131014,0.0351,0.0352,0.0352,0,0,8,0
EUO,20131014,0.1776,0.1821,0.1798,89,0,29698,3097
EUU,20131014,0.0689,0.0683,0.0686,0,1,537,286
EV,20131014,0.2657,0.3812,0.3234,12,0,917,1230
EVC,20131014,0.8142,0.814,0.8141,53,20,8155,1082
EVEP,20131014,0.3655,0.5064,0.4359,59,15,19999,16379
EVER,20131014,0.349,0.4718,0.4104,5,0,3056,3722
EVHC,20131014,0.5322,0.4399,0.4861,30,0,157,60
EVR,20131014,0.3937,0.4093,0.4015,67,30,1922,1416
EVTC,20131014,0.4986,0.5583,0.5284,0,0,294,126
EW,20131014,0.3396,0.377,0.3583,685,134,30232,12864
EWA,20131014,0.1847,0.2087,0.1967,183,104,31059,49995
EWBC,20131014,0.4277,0.5091,0.4684,2,0,1297,477
EWC,20131014,0.1728,0.1889,0.1809,2,20,3875,3208
EWD,20131014,0.2107,0.2266,0.2187,0,0,55,80
EWG,20131014,0.1801,0.187,0.1835,365,76,19211,89786
EWH,20131014,0.1678,0.1999,0.1839,40,70,14550,7315
EWI,20131014,0.2688,0.2934,0.2811,41,1,25134,16634
EWJ,20131014,0.2066,0.2052,0.2059,5498,1927,709234,732876
EWK,20131014,0.2668,0.3098,0.2883,0,0,0,1
EWL,20131014,0.1946,0.2101,0.2023,0,0,167,152
EWM,20131014,0.2047,0.2261,0.2154,40,0,1130,12176
EWN,20131014,0.1835,0.2094,0.1965,4,0,28,5
EWP,20131014,0.2454,0.2781,0.2617,16,165,4068,15092
EWQ,20131014,0.1858,0.2058,0.1958,22,75,188,1303
EWS,20131014,0.209,0.2743,0.2416,0,104,966,1340
EWT,20131014,0.1949,0.2055,0.2002,46,170,37165,46439
EWU,20131014,0.1737,0.1961,0.1849,53,5,2120,2445
EWV,20131014,0.4655,0.5077,0.4866,0,1,590,50
EWW,20131014,0.2434,0.2563,0.2499,938,1227,81130,107524
EWX,20131014,0.2242,0.2179,0.2211,0,0,4,44
EWY,20131014,0.1884,0.1914,0.1899,246,226,39095,76883
EWZ,20131014,0.2315,0.2299,0.2307,24235,38973,887598,1284875
EXA,20131014,0.6838,0.6565,0.6702,7,0,481,3296
EXAM,20131014,0.479,0.5192,0.4991,10,26,1833,2109
EXAR,20131014,0.4421,0.439,0.4405,5,5,142,27
EXAS,20131014,0.8269,0.8631,0.845,398,101,27933,22819
EXC,20131014,0.2049,0.2633,0.2341,1967,2195,209635,68017
EXEL,20131014,0.7483,0.9332,0.8408,111,15,24781,13499
EXH,20131014,0.4112,0.536,0.4736,14,20,6647,10855
EXK,20131014,1.1464,1.1909,1.1686,58,54,34596,6542
EXL,20131014,0.4847,0.6646,0.5747,0,0,0,10
EXLP,20131014,0.3523,0.5608,0.4566,25,0,891,848
EXLS,20131014,0.3144,0.3335,0.324,0,0,62,0
EXMCQ,20131014,0,0,0,0,0,318,59
EXP,20131014,0.3865,0.3901,0.3883,1159,45,17515,11990
EXPD,20131014,0.2771,0.282,0.2795,485,127,24661,15821
EXPE,20131014,0.5407,0.5421,0.5414,30979,27407,108861,85090
EXPO,20131014,0,0,0,0,0,3,1
EXPR,20131014,0.3564,0.3579,0.3571,155,20,7133,6583
EXR,20131014,0.3356,0.2944,0.315,0,0,1149,610
EXTR,20131014,0.7845,0.7595,0.772,313,0,2268,306
EXXI,20131014,0.4713,0.4796,0.4754,2688,1298,59795,60768
EZA,20131014,0.257,0.2875,0.2723,16,4,1628,966
EZCH,20131014,0.6614,0.6583,0.6598,269,284,37489,14161
EZJ,20131014,0.4315,0.4458,0.4387,15,0,4680,407
EZPW,20131014,0.4304,0.4425,0.4364,0,20,1585,1777
EZU,20131014,0.1795,0.2048,0.1921,10,0,659,384
F,20131014,0.2527,0.2941,0.2734,27441,19005,1260133,850383
FAF,20131014,0.8892,0.6267,0.758,0,10,398,841
FALC,20131014,0,0,0,22,0,149,0
FANG,20131014,0.4616,0.4852,0.4734,21,30,5683,3191
FARO,20131014,0.4655,0.5049,0.4852,2,1,1185,1446
FAS,20131014,0.0563,0.0567,0.0565,13175,9475,86026,93589
FAST,20131014,0.2465,0.2864,0.2665,864,203,22880,32780
FAZ,20131014,0.4664,0.4904,0.4784,6516,4498,119884,42256
FB,20131014,0.6253,0.6285,0.6269,225215,116787,2533033,1706474
FBC,20131014,0.4502,0.5871,0.5186,0,10,4614,3342
FBHS,20131014,0.3818,0.3818,0.3818,0,2,1458,977
FBNIQ,20131014,0,0,0,0,0,321,1472
FBP,20131014,0.6072,0.8736,0.7404,0,0,19115,487
FBR,20131014,0.647,1.123,0.885,0,0,868,109
FBRC,20131014,0.5394,0.5716,0.5555,1,0,919,586
FBT,20131014,0.7749,0.765,0.77,0,10,1050,566
FCBC,20131014,2.8956,2.9185,2.9071,0,0,15,79
FCE.A,20131014,0.4412,0.4679,0.4545,5,0,172,52
FCEL,20131014,1.1335,1.447,1.2902,15,60,8426,3368
FCF,20131014,6.6443,7.0132,6.8287,0,0,0,5
FCFS,20131014,0.4157,0.4287,0.4222,0,0,588,311
FCG,20131014,0.251,0.2772,0.2641,122,0,3551,1414
FCH,20131014,0.7252,0.9413,0.8333,0,10,364,486
FCN,20131014,0.3867,0.3895,0.3881,0,191,2568,14660
FCS,20131014,0.4352,0.4567,0.446,48,221,3217,3165
FCSC,20131014,2.2395,2.0929,2.1662,0,0,664,32
FCX,20131014,0.2871,0.2865,0.2868,19321,8499,701318,615023
FDEF,20131014,0.5195,0.5676,0.5435,0,0,105,0
FDML,20131014,0.5823,0.6752,0.6287,63,3,1926,378
FDN,20131014,0.894,0.8962,0.8951,12,0,224,165
FDO,20131014,0.3136,0.3053,0.3094,1141,632,94379,63950
FDP,20131014,0.2497,0.3018,0.2758,0,0,807,296
FDS,20131014,0.2228,0.2369,0.2299,29,17,4973,3768
FDUS,20131014,0.4067,0.553,0.4799,0,2,210,154
FDX,20131014,0.2314,0.2319,0.2317,1517,1664,86476,121264
FE,20131014,0.1895,0.2774,0.2335,215,294,56018,21944
FEIC,20131014,0.3364,0.5064,0.4214,0,5,161,215
FELE,20131014,0.7139,0.5674,0.6407,0,0,30,51
FENG,20131014,0.6525,0.8371,0.7448,105,197,1782,718
FET,20131014,0.4299,0.5691,0.4995,1,0,1059,1539
FEYE,20131014,0.8858,0.933,0.9094,29,3,378,122
FEZ,20131014,0.1929,0.2169,0.2049,602,52,6910,21021
FF,20131014,0.9623,1.1156,1.0389,0,0,441,26
FFBC,20131014,2.7146,1.4202,2.0674,0,0,8,19
FFG,20131014,0.9563,1.2486,1.1024,0,0,111,63
FFIC,20131014,0.6706,0.7628,0.7167,0,0,39,55
FFIN,20131014,0.3901,0.3662,0.3782,1,0,190,572
FFIV,20131014,0.4379,0.4363,0.4371,3319,1713,41741,45476
FFNW,20131014,4.74,4.8176,4.7788,0,0,12091,841
FGP,20131014,0.203,0.3532,0.2781,1,0,1447,2064
FHCO,20131014,0.6094,0.6673,0.6383,7,0,864,246
FHN,20131014,0.3703,0.3777,0.374,440,270,2914,1000
FI,20131014,0.4126,0.4594,0.436,46,2,664,506
FIBK,20131014,0.5057,0.5908,0.5483,0,0,0,0
FICO,20131014,0.3696,0.4274,0.3985,20,37,984,1185
FIG,20131014,0.4663,0.5633,0.5148,4881,420,17676,6067
FII,20131014,0.3736,0.5147,0.4441,19,45,6073,6456
FINL,20131014,0.3249,0.3456,0.3352,21,4,3105,1993
FIO,20131014,0.889,0.8908,0.8899,3036,749,172652,76612
FIRE,20131014,0,0,0,0,0,6156,6800
FIS,20131014,0.2213,0.2322,0.2267,6,1,2505,2575
FISV,20131014,0.2276,0.2477,0.2376,14,14,4536,4647
FITB,20131014,0.2392,0.2411,0.2401,341,141,49061,32378
FIVE,20131014,0.3925,0.4355,0.414,96,21,8131,6367
FIW,20131014,0.1909,0.2226,0.2067,0,4,55,306
FIX,20131014,0.3803,0.4315,0.4059,10,10,539,255
FIZZ,20131014,0.4163,0.4008,0.4086,35,0,723,197
FL,20131014,0.2491,0.3119,0.2805,343,247,36780,36384
FLDM,20131014,0.4911,0.5048,0.4979,0,0,742,943
FLEX,20131014,0.2975,0.2906,0.2941,53,323,24504,9540
FLIR,20131014,0.2987,0.3473,0.323,128,10,1850,1942
FLML,20131014,1.2108,0.9845,1.0977,0,0,1037,174
FLO,20131014,0,0,0,5,3,7874,3189
FLOW,20131014,0,0,0,0,0,233,21
FLR,20131014,0.3025,0.3063,0.3044,618,247,28967,33868
FLS,20131014,0.2669,0.2668,0.2668,221,88,7544,9694
FLT,20131014,0.4348,0.4395,0.4372,484,94,9267,6650
FLTX,20131014,0.8183,0.8557,0.837,503,121,9511,5978
FLWS,20131014,1.2358,0.9643,1.1,4,0,172,82
FLY,20131014,0.393,0.5837,0.4884,25,135,2854,3197
FMBI,20131014,0.5471,0.5259,0.5365,0,0,17,95
FMC,20131014,0.2738,0.3208,0.2973,13,37,4872,2260
FMD,20131014,0,0,0,0,0,603,10
FMER,20131014,0.3207,0.4913,0.406,0,20,1398,318
FMS,20131014,0.4356,0.4443,0.44,5,0,1010,801
FMX,20131014,0.3388,0.3602,0.3495,11,5,2808,2656
FN,20131014,0.6567,0.7533,0.705,0,0,1002,305
FNB,20131014,0.4774,0.4732,0.4753,0,6,254,64
FNF,20131014,0.2766,0.2926,0.2846,99,0,17289,21727
FNFG,20131014,0.3167,0.4544,0.3855,74,15,3848,1551
FNGN,20131014,0.4702,0.5711,0.5207,20,4,2515,3014
FNP,20131014,0.4625,0.476,0.4693,23107,17,16787,19518
FNSR,20131014,0.4019,0.4036,0.4028,1419,361,28875,12626
FNV,20131014,0.4236,0.4538,0.4387,459,665,12748,13156
FOE,20131014,0.5435,0.4993,0.5214,93,5,2843,352
FOL,20131014,7.7323,7.8759,7.8041,0,0,6,5
FOLD,20131014,0,0,0,61,0,8084,1031
FOR,20131014,0.4031,0.5121,0.4576,20,0,537,570
FORM,20131014,0.544,0.508,0.526,6,0,4804,705
FORR,20131014,0.4513,0.5811,0.5162,0,0,50,130
FORX,20131014,0.144,0.1163,0.1301,0,0,0,1
FOSL,20131014,0.4932,0.4911,0.4921,185,270,11941,18989
FOX,20131014,0.2664,0.2627,0.2646,690,61,6423,5963
FOXA,20131014,0.2593,0.258,0.2587,4711,1027,290086,170455
FOXF,20131014,2.8586,1.9238,2.3912,0,0,49,26
FPO,20131014,0.4871,0.7166,0.6019,0,0,52,19
FR,20131014,2.0356,1.7271,1.8813,6,0,238,83
FRAK,20131014,0.268,0.2972,0.2826,0,0,30,38
FRAN,20131014,0.4979,0.501,0.4994,2170,1939,11583,17809
FRC,20131014,0.3284,0.4519,0.3901,12,0,718,76
FRED,20131014,0.5516,0.5484,0.55,0,0,745,67
FRGI,20131014,0.615,0.7078,0.6614,0,504,1062,806
FRM,20131014,0.7228,0.7006,0.7117,54,0,223,21
FRME,20131014,0.6641,0.6663,0.6652,0,0,26,5
FRO,20131014,1.0235,1.3007,1.1621,2247,127,45294,19756
FRP,20131014,0.5418,0.6064,0.5741,0,0,118,5
FRT,20131014,0.2481,0.2554,0.2518,42,0,649,440
FRX,20131014,0.2611,0.267,0.264,443,342,27742,19587
FSA,20131014,0,0,0,0,0,1,0
FSC,20131014,0.2152,0.2482,0.2317,46,70,1660,2913
FSG,20131014,6.9837,7.1237,7.0537,0,0,56,7
FSL,20131014,0.5088,0.5126,0.5107,20,0,12321,8255
FSLR,20131014,0.7227,0.7166,0.7196,18807,6579,204914,136984
FSM,20131014,1.5747,1.5626,1.5686,26,0,7475,1160
FSP,20131014,0.2919,0.4885,0.3902,0,0,148,83
FSS,20131014,0.554,0.587,0.5705,20,0,566,127
FST,20131014,0.6708,0.698,0.6844,25,97,43173,18239
FSTR,20131014,0.3982,0.4715,0.4349,2,0,233,186
FSYS,20131014,0.5309,0.546,0.5385,69,34,4253,2611
FTC,20131014,0.1894,0.2035,0.1965,0,0,0,0
FTEK,20131014,1.0304,1.0004,1.0154,19,0,519,49
FTI,20131014,0.3097,0.3216,0.3157,350,11,4750,5177
FTK,20131014,0.4214,0.416,0.4187,119,71,23135,54844
FTNT,20131014,0.6154,0.6052,0.6103,2722,350,90177,31184
FTR,20131014,0.348,0.4149,0.3814,870,33,65182,46484
FU,20131014,1.5062,1.6615,1.5838,5136,996,10153,5599
FUBC,20131014,0.6626,0.5301,0.5964,0,0,92,66
FUL,20131014,0.2815,0.3525,0.317,0,0,1147,415
FULT,20131014,0.3983,0.5083,0.4533,0,0,474,30
FUN,20131014,0.2986,0.2986,0.2986,5,2,716,419
FUR,20131014,1.61,1.6643,1.6371,0,0,10,47
FURX,20131014,0.5969,0.5712,0.584,61,20,1138,1605
FVE,20131014,0.736,0.806,0.771,0,0,427,83
FWLT,20131014,0.3528,0.3574,0.3551,962,155,34098,14151
FWM,20131014,0.5784,0.5699,0.5741,87,58,730,2971
FWRD,20131014,0.7949,0.7032,0.7491,0,0,47,20
FXA,20131014,0.0897,0.1051,0.0974,499,151,18112,25814
FXB,20131014,0.0692,0.0791,0.0741,65,107,2201,5269
FXC,20131014,0.0555,0.066,0.0607,48,6,12401,12471
FXCM,20131014,0.4284,0.5332,0.4808,16,0,712,688
FXD,20131014,0.224,0.2317,0.2279,0,0,28,33
FXE,20131014,0.0653,0.0719,0.0686,2807,1359,44979,92635
FXEN,20131014,1.1404,1.3841,1.2623,68,20,26533,8156
FXF,20131014,0.0917,0.0947,0.0932,11,45,1664,833
FXI,20131014,0.0237,0.0238,0.0238,23398,37247,1244928,1591975
FXO,20131014,0.3428,0.2777,0.3103,0,0,16,20
FXP,20131014,0.4558,0.4985,0.4772,10,5,3748,795
FXS,20131014,0.1151,0.1301,0.1226,0,0,22,2
FXU,20131014,0.1602,0.1723,0.1663,0,0,0,1
FXY,20131014,0.1023,0.1092,0.1058,715,1290,72829,177970
FXZ,20131014,0.2002,0.2139,0.207,0,0,115,397
G,20131014,0.3988,0.3882,0.3935,0,0,532,99
GA,20131014,0.6161,0.6487,0.6324,69,21,8936,6603
GAGA,20131014,2.6517,2.4827,2.5672,0,0,578,33
GAIA,20131014,1.2393,0.9591,1.0992,0,0,578,0
GAIN,20131014,0.8214,0.773,0.7972,0,0,23,28
GALE,20131014,0.8275,1.1217,0.9746,949,609,54281,17153
GALT,20131014,1.0952,1.2991,1.1972,75,10,1425,624
GAME,20131014,1.1246,1.1968,1.1607,665,200,13507,6423
GAS,20131014,0.4847,0.4055,0.4451,0,0,325,59
GASL,20131014,0.7318,0.7621,0.747,333,254,3122,2516
GASS,20131014,0.6416,0.6493,0.6454,25,0,1782,578
GASX,20131014,0.7716,0.7743,0.773,0,4,2389,379
GAZ,20131014,1.2075,1.1363,1.1719,0,0,2182,130
GB,20131014,0.346,0.3376,0.3418,0,0,1012,547
GBCI,20131014,0.3446,0.3851,0.3649,1265,25,4149,3059
GBDC,20131014,0.6267,2.4495,1.5381,0,0,1203,1433
GBLI,20131014,1.5309,2.2474,1.8891,0,0,4,4
GBP,20131014,0.0716,0.0706,0.0711,0,0,11,263
GBX,20131014,0.4446,0.4847,0.4646,136,3,4742,1125
GCA,20131014,0.7542,0.7749,0.7645,0,0,329,365
GCC,20131014,0.2068,0.2101,0.2084,0,0,69,17
GCI,20131014,0.3661,0.3798,0.373,5349,881,49942,44579
GCO,20131014,0.3174,0.4228,0.3701,0,0,334,345
GCOM,20131014,0.5476,0.4681,0.5079,0,0,87,91
GD,20131014,0.2141,0.2145,0.2143,199,196,62596,31917
GDOT,20131014,0.5261,0.5368,0.5314,6,96,4068,2478
GDP,20131014,0.7614,0.7686,0.765,24057,8568,120744,49598
GDX,20131014,0.4321,0.4324,0.4322,25995,17397,1311936,729257
GDXJ,20131014,0.5479,0.541,0.5444,1797,859,206226,127578
GE,20131014,0.212,0.2148,0.2134,50206,17200,1078836,953005
GEF,20131014,0.2888,0.4362,0.3625,0,5,536,636
GEL,20131014,0.2566,0.3713,0.3139,160,33,2940,1369
GENE,20131014,0,0,0,0,0,164,0
GEO,20131014,0.3508,0.4446,0.3977,11,0,2281,277
GEOS,20131014,0.3785,0.416,0.3973,50,65,1733,511
GERN,20131014,1.534,1.6398,1.5869,696,62,31899,21325
GES,20131014,0.3191,0.3191,0.3191,7,18,9660,14640
GEVA,20131014,0.6307,0.6504,0.6405,142,16,3899,3283
GEVO,20131014,0,0,0,0,0,2993,635
